 | Demonstrativo de Receitas
 |  |  |  | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 |  | Residencial (> 10m³ a 15m³) |  | 82046.39427665621 | 82806.16686173384 | 83565.93944681146 | 84325.71203188908 | 85085.48461696671 | 85836.21229031723 | 86496.49084639658 | 87156.76940247594 | 87817.0479585553 | 88477.32651463468 | 89128.56015898692 | 89653.16503915956 | 90177.76991933222 | 90702.37479950485 | 91226.97967967749 | 91769.67438330436 | 92149.56067584318 | 92529.446968382 | 92909.3332609208 | 93289.21955345961 | 93651.0160225442 | 94030.90231508302 | 94410.78860762181 | 94790.67490016064 | 95170.56119269946 | 95550.44748523826 | 95930.33377777708 | 96310.22007031587 | 96690.1063628547 | 97069.99265539351
 |  | Residencial (> 15m³ a 20m³) |  | 58910.37548719801 | 59455.90205989393 | 60001.42863258984 | 60546.95520528575 | 61092.48177798166 | 61631.51398671691 | 62105.6025558455 | 62579.69112497409 | 63053.779694102675 | 63527.86826323128 | 63995.4624683992 | 64372.135578117806 | 64748.80868783641 | 65125.481797555025 | 65502.15490727363 | 65891.81674491357 | 66164.58003126153 | 66437.34331760948 | 66710.10660395744 | 66982.8698903054 | 67242.64444873203 | 67515.40773507998 | 67788.17102142793 | 68060.9343077759 | 68333.69759412385 | 68606.4608804718 | 68879.22416681975 | 69151.98745316772 | 69424.75073951569 | 69697.51402586364
 |  | Residencial (> 20m³ a 40m³) |  | 53641.156291713414 | 54137.888419208066 | 54634.62054670271 | 55131.35267419735 | 55628.084801692 | 56118.90345147838 | 56550.58732418205 | 56982.27119688573 | 57413.95506958941 | 57845.63894229309 | 58271.409337288496 | 58614.39104436813 | 58957.37275144778 | 59300.35445852741 | 59643.33616560704 | 59998.14482810322 | 60246.51089185054 | 60494.87695559787 | 60743.24301934519 | 60991.60908309251 | 61228.148191423286 | 61476.514255170616 | 61724.88031891794 | 61973.24638266527 | 62221.61244641258 | 62469.978510159905 | 62718.344573907234 | 62966.71063765455 | 63215.07670140188 | 63463.4427651492
 |  | Residencial (>40m³) |  | 12914.231192816133 | 13033.820589817185 | 13153.40998681824 | 13272.999383819293 | 13392.588780820346 | 13510.75449452377 | 13614.683375250872 | 13718.61225597798 | 13822.541136705084 | 13926.470017432192 | 14028.975214861666 | 14111.548846124295 | 14194.12247738693 | 14276.696108649561 | 14359.269739912193 | 14444.69073777009 | 14504.485436270616 | 14564.280134771143 | 14624.074833271668 | 14683.869531772196 | 14740.81686367746 | 14800.611562177988 | 14860.406260678514 | 14920.20095917904 | 14979.995657679567 | 15039.790356180092 | 15099.58505468062 | 15159.379753181147 | 15219.174451681673 | 15278.969150182198
 |  | Comercial |  | 194380.45192570664 | 196180.46933963668 | 197980.48675356674 | 199780.50416749675 | 201580.5215814268 | 203359.1102166196 | 204923.41106443972 | 206487.71191225987 | 208052.01276008 | 209616.3136079002 | 211159.18567698306 | 212402.05484374426 | 213644.9240105055 | 214887.79317726666 | 216130.66234402792 | 217416.38906826364 | 218316.3977752287 | 219216.40648219368 | 220116.41518915872 | 221016.4238961237 | 221873.5750456142 | 222773.58375257926 | 223673.59245954422 | 224573.60116650927 | 225473.60987347428 | 226373.61858043927 | 227273.62728740432 | 228173.63599436937 | 229073.6447013344 | 229973.6534082994
 |  | Industrial |  | 10384.648883439933 | 10480.813639939654 | 10576.978396439372 | 10673.143152939092 | 10769.30790943881 | 10864.327847408773 | 10947.899600081146 | 11031.471352753522 | 11115.043105425897 | 11198.614858098274 | 11281.041792240889 | 11347.441266966885 | 11413.840741692882 | 11480.240216418879 | 11546.639691144876 | 11615.32880293039 | 11663.41118118025 | 11711.49355943011 | 11759.575937679967 | 11807.658315929828 | 11853.45105712017 | 11901.533435370031 | 11949.61581361989 | 11997.698191869751 | 12045.78057011961 | 12093.862948369468 | 12141.945326619329 | 12190.027704869188 | 12238.110083119049 | 12286.19246136891
 |  | Pública |  | 94667.7098738365 | 95544.35937547937 | 96421.0088771222 | 97297.65837876503 | 98174.30788040788 | 99040.52107845976 | 99802.37124060174 | 100564.22140274376 | 101326.07156488573 | 102087.92172702776 | 102839.33558557875 | 103444.64119385596 | 104049.94680213317 | 104655.25241041036 | 105260.55801868756 | 105886.73623414674 | 106325.06098496818 | 106763.3857357896 | 107201.71048661102 | 107640.03523743246 | 108057.48738107189 | 108495.81213189331 | 108934.13688271472 | 109372.46163353616 | 109810.78638435759 | 110249.111135179 | 110687.43588600044 | 111125.76063682187 | 111564.08538764328 | 112002.41013846471
 |  | Lagoa Formosa |  | 4117281.761736498 | 4134944.47243336 | 4152607.18313022 | 4170269.893827081 | 4187932.604523943 | 4205387.518624369 | 4215569.551849619 | 4225751.585074868 | 4235933.618300117 | 4246115.651525367 | 4256713.277943483 | 4260661.413275722 | 4264609.548607962 | 4268557.683940201 | 4272505.819272442 | 4276869.547797548 | 4274375.988640344 | 4271882.42948314 | 4269388.870325936 | 4266895.311168733 | 4264401.752011528 | 4261908.192854325 | 4259414.633697121 | 4256921.074539917 | 4254427.515382713 | 4251933.956225509 | 4249440.397068305 | 4246946.837911101 | 4244453.278753897 | 4241959.719596694
 |  | Social |  | 550860.8031491439 | 553223.9387233682 | 555587.0742975923 | 557950.2098718166 | 560313.3454460407 | 562648.6794252739 | 564010.9575798268 | 565373.2357343794 | 566735.5138889322 | 568097.7920434849 | 569515.6733880194 | 570043.903692846 | 570572.1339976726 | 571100.3643024991 | 571628.5946073257 | 572212.428102134 | 571878.8089622435 | 571545.1898223531 | 571211.5706824627 | 570877.9515425722 | 570544.3324026817 | 570210.7132627913 | 569877.0941229007 | 569543.4749830103 | 569209.8558431199 | 568876.2367032294 | 568542.6175633388 | 568208.9984234484 | 567875.3792835579 | 567541.7601436675
 |  | Residencial (Fixa) |  | 96155.85114053586 | 96568.34974490377 | 96980.84834927166 | 97393.34695363957 | 97805.84555800747 | 98213.49123761812 | 98451.28455072429 | 98689.0778638305 | 98926.87117693668 | 99164.6644900429 | 99412.16365266363 | 99504.36922305175 | 99596.57479343987 | 99688.78036382799 | 99780.9859342161 | 99882.89735411876 | 99824.66225703152 | 99766.42715994429 | 99708.19206285707 | 99649.95696576984 | 99591.72186868261 | 99533.48677159537 | 99475.25167450814 | 99417.01657742092 | 99358.78148033367 | 99300.54638324644 | 99242.31128615921 | 99184.07618907197 | 99125.84109198472 | 99067.6059948975
 |  | Residencial (0 a 5 m³) |  | 420312.75693772413 | 422115.8549663759 | 423918.9529950277 | 425722.0510236795 | 427525.14905233134 | 429307.03416299896 | 430346.4671442217 | 431385.9001254446 | 432425.3331066673 | 433464.76608789014 | 434546.62490508123 | 434949.67034677987 | 435352.7157884785 | 435755.76123017713 | 436158.8066718758 | 436604.2779495426 | 436349.722933733 | 436095.1679179233 | 435840.61290211364 | 435586.05788630404 | 435331.5028704944 | 435076.9478546848 | 434822.39283887506 | 434567.83782306535 | 434313.2828072557 | 434058.727791446 | 433804.1727756364 | 433549.6177598267 | 433295.062744017 | 433040.50772820733
 |  | Residencial (> 5m³ a 10m³) |  | 483317.6452786216 | 485391.0277278334 | 487464.4101770452 | 489537.79262625694 | 491611.17507546884 | 493660.164789984 | 494855.4087901179 | 496050.6527902517 | 497245.89679038565 | 498441.14079051954 | 499685.1702600465 | 500148.6322192821 | 500612.0941785177 | 501075.55613775324 | 501539.01809698885 | 502051.26552561764 | 501758.5527092583 | 501465.83989289904 | 501173.12707653973 | 500880.4142601805 | 500587.7014438211 | 500294.98862746183 | 500002.2758111025 | 499709.5629947432 | 499416.8501783838 | 499124.1373620246 | 498831.42454566516 | 498538.7117293059 | 498245.99891294655 | 497953.28609658737
 |  | Residencial (> 10m³ a 15m³) |  | 518260.38103302947 | 520483.6641857401 | 522706.9473384507 | 524930.2304911612 | 527153.5136438719 | 529350.6405241976 | 530632.2978710544 | 531913.9552179109 | 533195.6125647677 | 534477.2699116244 | 535811.2398032508 | 536308.2089785625 | 536805.1781538742 | 537302.1473291861 | 537799.116504498 | 538348.3982245793 | 538034.5229559613 | 537720.6476873434 | 537406.7724187254 | 537092.8971501074 | 536779.0218814894 | 536465.1466128716 | 536151.2713442536 | 535837.3960756356 | 535523.5208070177 | 535209.6455383997 | 534895.7702697817 | 534581.8950011638 | 534268.0197325457 | 533954.1444639277
 |  | Residencial (> 15m³ a 20m³) |  | 372117.6770285043 | 373714.0231750382 | 375310.3693215721 | 376906.71546810603 | 378503.06161464 | 380080.62721827347 | 381000.87382039306 | 381921.1204225126 | 382841.36702463217 | 383761.61362675164 | 384719.421314672 | 385076.2516297796 | 385433.0819448872 | 385789.9122599948 | 386146.74257510237 | 386541.1339760107 | 386315.7674612059 | 386090.4009464012 | 385865.03443159634 | 385639.6679167916 | 385414.30140198686 | 385188.9348871821 | 384963.56837237725 | 384738.2018575724 | 384512.8353427677 | 384287.4688279629 | 384062.10231315804 | 383836.7357983533 | 383611.36928354844 | 383386.0027687437
 |  | Residencial (> 20m³ a 40m³) |  | 338833.7335709748 | 340287.2950605041 | 341740.8565500333 | 343194.41803956265 | 344647.9795290919 | 346084.44029521494 | 346922.3757421201 | 347760.3111890251 | 348598.24663593026 | 349436.18208283535 | 350308.3189765529 | 350633.2327212712 | 350958.1464659895 | 351283.06021070783 | 351607.9739554262 | 351967.0891469569 | 351761.8804660822 | 351556.67178520747 | 351351.46310433274 | 351146.254423458 | 350941.0457425833 | 350735.8370617086 | 350530.6283808339 | 350325.4196999591 | 350120.2110190845 | 349915.0023382097 | 349709.793657335 | 349504.5849764603 | 349299.37629558553 | 349094.1676147108
 |  | Residencial (>40m³) |  | 81574.99714331496 | 81924.94539996087 | 82274.89365660676 | 82624.84191325266 | 82974.79016989857 | 83320.62138823097 | 83522.35626559156 | 83724.09114295211 | 83925.82602031268 | 84127.56089767326 | 84337.5298516608 | 84415.75357961695 | 84493.97730757309 | 84572.20103552922 | 84650.42476348538 | 84736.88256806847 | 84687.47810830669 | 84638.07364854493 | 84588.66918878315 | 84539.2647290214 | 84489.8602692596 | 84440.45580949784 | 84391.05134973607 | 84341.64688997429 | 84292.24243021253 | 84242.83797045074 | 84193.43351068896 | 84144.0290509272 | 84094.62459116541 | 84045.22013140364
 |  | Comercial |  | 178765.83468311437 | 179532.72152817674 | 180299.60837323905 | 181066.49521830134 | 181833.38206336365 | 182591.2467102488 | 183033.33442093173 | 183475.42213161473 | 183917.5098422977 | 184359.5975529807 | 184819.72966001809 | 184991.15142538497 | 185162.57319075183 | 185333.9949561187 | 185505.41672148558 | 185694.88288320682 | 185586.61650508037 | 185478.35012695397 | 185370.0837488275 | 185261.81737070112 | 185153.55099257466 | 185045.2846144482 | 184937.01823632178 | 184828.75185819532 | 184720.48548006886 | 184612.2191019424 | 184503.95272381598 | 184395.68634568952 | 184287.41996756307 | 184179.1535894366
 |  | Industrial |  | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 |  | Pública |  | 1077082.0817715349 | 1081702.651921458 | 1086323.2220713813 | 1090943.792221305 | 1095564.3623712282 | 1100130.5728723288 | 1102794.1956646375 | 1105457.8184569462 | 1108121.4412492549 | 1110785.0640415638 | 1113557.4061315176 | 1114590.2394591477 | 1115623.0727867775 | 1116655.9061144073 | 1117688.7394420374 | 1118830.2920673126 | 1118177.9762814408 | 1117525.6604955695 | 1116873.3447096979 | 1116221.0289238265 | 1115568.713137955 | 1114916.3973520834 | 1114264.081566212 | 1113611.7657803404 | 1112959.449994469 | 1112307.1342085972 | 1111654.8184227257 | 1111002.5026368543 | 1110350.1868509827 | 1109697.8710651111
 |  | Patos de Minas |  | 35674761.84929654 | 35866519.382836476 | 36058276.91637642 | 36250034.44991635 | 36441791.983456306 | 36633342.6588155 | 36825513.90871692 | 37017685.158618316 | 37209856.40851972 | 37402027.65842113 | 37593785.191961065 | 37723071.554919496 | 37852357.91787792 | 37981644.28083635 | 38110930.64379477 | 38240010.14857247 | 38317995.682709 | 38395981.21684552 | 38473966.75098204 | 38551952.28511855 | 38629730.96107435 | 38707716.49521088 | 38785702.029347405 | 38863687.56348393 | 38941673.09762044 | 39019658.63175697 | 39097644.165893495 | 39175629.70003001 | 39253615.23416653 | 39331600.76830307
 |  | Social |  | 2403671.2128745313 | 2416591.3289265707 | 2429511.4449786097 | 2442431.561030649 | 2455351.677082688 | 2468257.8555769585 | 2481205.8467445364 | 2494153.837912114 | 2507101.8290796913 | 2520049.820247269 | 2532969.936299308 | 2541680.9099050523 | 2550391.883510796 | 2559102.85711654 | 2567813.8307222836 | 2576510.866770258 | 2581765.3260492426 | 2587019.785328228 | 2592274.2446072125 | 2597528.7038861965 | 2602769.2256074124 | 2608023.684886397 | 2613278.144165382 | 2618532.6034443667 | 2623787.062723351 | 2629041.522002336 | 2634295.9812813206 | 2639550.440560305 | 2644804.89983929 | 2650059.3591182744
 |  | Residencial (Fixa) |  | 781171.1425405993 | 785370.0619951693 | 789568.9814497391 | 793767.9009043091 | 797966.820358879 | 802161.2102347494 | 806369.1888467186 | 810577.1674586878 | 814785.1460706572 | 818993.1246826263 | 823192.0441371963 | 826023.030824474 | 828854.0175117513 | 831685.0041990287 | 834515.9908863063 | 837342.4479948841 | 839050.0991646498 | 840757.7503344156 | 842465.4015041814 | 844173.0526739471 | 845876.1742650133 | 847583.8254347789 | 849291.4766045449 | 850999.1277743108 | 852706.7789440764 | 854414.4301138424 | 856122.081283608 | 857829.7324533737 | 859537.3836231396 | 861245.0347929053
 |  | Residencial (0 a 5 m³) |  | 5172963.75787541 | 5200769.262940645 | 5228574.768005881 | 5256380.273071116 | 5284185.778136351 | 5311961.288050492 | 5339826.783417919 | 5367692.278785343 | 5395557.77415277 | 5423423.269520195 | 5451228.7745854305 | 5469975.744019921 | 5488722.71345441 | 5507469.682888901 | 5526216.652323389 | 5544933.626606785 | 5556241.798569669 | 5567549.970532554 | 5578858.1424954375 | 5590166.314458322 | 5601444.491270112 | 5612752.663232995 | 5624060.835195881 | 5635369.007158765 | 5646677.179121648 | 5657985.351084534 | 5669293.523047417 | 5680601.695010301 | 5691909.866973187 | 5703218.03893607
 |  | Residencial (> 5m³ a 10m³) |  | 7122110.95387428 | 7160393.435923692 | 7198675.917973101 | 7236958.400022513 | 7275240.882071925 | 7313482.066945447 | 7351847.1433466375 | 7390212.219747827 | 7428577.296149017 | 7466942.372550206 | 7505224.854599617 | 7531035.589530451 | 7556846.324461282 | 7582657.059392115 | 7608467.794322949 | 7634237.232077892 | 7649806.26738817 | 7665375.30269845 | 7680944.338008728 | 7696513.373319006 | 7712041.111453395 | 7727610.146763672 | 7743179.182073953 | 7758748.21738423 | 7774317.252694508 | 7789886.288004787 | 7805455.323315064 | 7821024.358625344 | 7836593.393935621 | 7852162.4292459
 |  | Residencial (> 10m³ a 15m³) |  | 5743298.99575523 | 5774170.143668167 | 5805041.291581104 | 5835912.439494041 | 5866783.587406978 | 5897621.433110732 | 5928559.185442036 | 5959496.9377733385 | 5990434.690104641 | 6021372.442435944 | 6052243.590348882 | 6073057.471088457 | 6093871.351828031 | 6114685.232567606 | 6135499.11330718 | 6156279.691837572 | 6168834.624699683 | 6181389.557561795 | 6193944.490423906 | 6206499.423286016 | 6219021.053938944 | 6231575.986801055 | 6244130.919663168 | 6256685.852525279 | 6269240.78538739 | 6281795.718249502 | 6294350.651111613 | 6306905.5839737225 | 6319460.516835836 | 6332015.449697947
 |  | Residencial (> 15m³ a 20m³) |  | 3557546.371269822 | 3576668.7502920143 | 3595791.129314205 | 3614913.5083363964 | 3634035.8873585886 | 3653137.6381401946 | 3672301.273643556 | 3691464.909146917 | 3710628.544650278 | 3729792.1801536386 | 3748914.5591758303 | 3761807.2095413855 | 3774699.8599069407 | 3787592.5102724954 | 3800485.1606380506 | 3813357.182763021 | 3821134.0294635245 | 3828910.8761640275 | 3836687.72286453 | 3844464.5695650317 | 3852220.788024951 | 3859997.6347254533 | 3867774.4814259573 | 3875551.32812646 | 3883328.174826962 | 3891105.0215274654 | 3898881.8682279685 | 3906658.7149284706 | 3914435.5616289736 | 3922212.408329476
 |  | Residencial (> 20m³ a 40m³) |  | 3274295.769538292 | 3291895.63140981 | 3309495.4932813277 | 3327095.355152846 | 3344695.217024364 | 3362276.09306862 | 3379913.926594662 | 3397551.760120703 | 3415189.593646744 | 3432827.4271727847 | 3450427.289044303 | 3462293.431082813 | 3474159.5731213233 | 3486025.715159833 | 3497891.857198343 | 3509739.0134095913 | 3516896.6702872207 | 3524054.32716485 | 3531211.9840424797 | 3538369.6409201077 | 3545508.311970476 | 3552665.968848105 | 3559823.625725735 | 3566981.282603364 | 3574138.939480993 | 3581296.596358623 | 3588454.253236252 | 3595611.9101138804 | 3602769.5669915103 | 3609927.2238691393
 |  | Residencial (>40m³) |  | 397427.1409190359 | 399563.37517412077 | 401699.6094292056 | 403835.8436842906 | 405972.07793937554 | 408106.0077346384 | 410246.8509093675 | 412387.6940840966 | 414528.5372588258 | 416669.38043355476 | 418805.61468863976 | 420245.9020774511 | 421686.1894662624 | 423126.4768550737 | 424566.7642438849 | 426004.74717287417 | 426873.52852580516 | 427742.30987873615 | 428611.09123166715 | 429479.872584598 | 430346.34947770694 | 431215.130830638 | 432083.912183569 | 432952.6935365 | 433821.47488943086 | 434690.25624236197 | 435559.0375952929 | 436427.8189482238 | 437296.60030115483 | 438165.3816540858
 |  | Comercial |  | 5105116.372832858 | 5132557.187384731 | 5159998.001936603 | 5187438.816488477 | 5214879.6310403505 | 5242290.843850528 | 5269790.8618857935 | 5297290.879921056 | 5324790.897956322 | 5352290.915991587 | 5379731.73054346 | 5398232.819103245 | 5416733.90766303 | 5435234.996222815 | 5453736.0847826 | 5472207.57160069 | 5483367.428219952 | 5494527.284839215 | 5505687.141458476 | 5516846.998077738 | 5527977.252955306 | 5539137.1095745675 | 5550296.966193831 | 5561456.822813093 | 5572616.679432355 | 5583776.536051618 | 5594936.39267088 | 5606096.249290141 | 5617256.105909405 | 5628415.962528667
 |  | Industrial |  | 771412.0693054744 | 775558.5321852504 | 779704.9950650265 | 783851.4579448025 | 787997.9208245786 | 792139.9107131143 | 796295.319575371 | 800450.7284376275 | 804606.1372998842 | 808761.5461621409 | 812908.0090419169 | 815703.6285671166 | 818499.2480923161 | 821294.8676175156 | 824090.4871427151 | 826881.6336766746 | 828567.9513742749 | 830254.2690718754 | 831940.5867694758 | 833626.9044670761 | 835308.7491734362 | 836995.0668710367 | 838681.3845686371 | 840367.7022662375 | 842054.0199638378 | 843740.3376614384 | 845426.6553590386 | 847112.973056639 | 848799.2907542393 | 850485.6084518398
 |  | Pública |  | 1345748.06251101 | 1352981.6729363129 | 1360215.2833616154 | 1367448.8937869181 | 1374682.504212221 | 1381908.3113900316 | 1389157.5283103187 | 1396406.7452306058 | 1403655.962150893 | 1410905.17907118 | 1418138.7894964828 | 1423015.8191791305 | 1427892.848861778 | 1432769.8785444251 | 1437646.9082270726 | 1442516.134662228 | 1445457.9589668007 | 1448399.783271374 | 1451341.607575947 | 1454283.4318805195 | 1457217.4529376004 | 1460159.2772421734 | 1463101.1015467464 | 1466042.9258513195 | 1468984.7501558922 | 1471926.5744604652 | 1474868.3987650382 | 1477810.223069611 | 1480752.047374184 | 1483693.871678757
 |  | Presidente Olegário |  | 1174887.1404322532 | 1171751.9769662612 | 1168616.8135002686 | 1165481.6500342765 | 1162346.4865682842 | 1159088.3755153902 | 1153617.2078982661 | 1148146.0402811426 | 1142674.8726640188 | 1137203.705046895 | 1131671.06363632 | 1124171.2608353188 | 1116671.4580343177 | 1109171.6552333166 | 1101671.8524323152 | 1094049.1020444126 | 1085934.5613089032 | 1077820.0205733934 | 1069705.4798378842 | 1061590.9391023747 | 1053599.3459537667 | 1045484.8052182571 | 1037370.2644827476 | 1029255.7237472383 | 1021141.1830117288 | 1013026.6422762192 | 1004912.1015407097 | 996797.5608052002 | 988683.0200696908 | 980568.4793341814
 |  | Social |  | 169353.24391089412 | 168901.32807584514 | 168449.4122407962 | 167997.4964057472 | 167545.58057069828 | 167075.94254603956 | 166287.3051084051 | 165498.66767077066 | 164710.0302331362 | 163921.3927955018 | 163123.89426306242 | 162042.8406968669 | 160961.78713067135 | 159880.7335644758 | 158799.67999828028 | 157700.90424247502 | 156531.23972823063 | 155361.5752139863 | 154191.91069974197 | 153022.2461854976 | 151870.303860863 | 150700.63934661864 | 149530.97483237434 | 148361.31031812995 | 147191.64580388562 | 146021.9812896413 | 144852.3167753969 | 143682.65226115254 | 142512.98774690818 | 141343.32323266388
 |  | Residencial (Fixa) |  | 75236.39235547201 | 75035.62550688845 | 74834.85865830489 | 74634.09180972133 | 74433.32496113775 | 74224.68490280582 | 73874.32706900312 | 73523.96923520045 | 73173.61140139775 | 72823.25356759505 | 72468.95912891817 | 71988.69333426731 | 71508.42753961643 | 71028.16174496555 | 70547.89595031468 | 70059.75694591542 | 69540.12510252265 | 69020.49325912991 | 68500.86141573715 | 67981.2295723444 | 67469.47093870003 | 66949.83909530725 | 66430.20725191453 | 65910.57540852176 | 65390.943565129004 | 64871.311721736245 | 64351.679878343486 | 63832.048034950756 | 63312.41619155798 | 62792.78434816524
 |  | Residencial (0 a 5 m³) |  | 149918.54507920673 | 149518.49035970905 | 149118.43564021136 | 148718.3809207137 | 148318.326201216 | 147902.5830613459 | 147204.44835477154 | 146506.31364819716 | 145808.17894162275 | 145110.04423504844 | 144404.0653182878 | 143447.0716755679 | 142490.07803284796 | 141533.08439012803 | 140576.0907474081 | 139603.4086843157 | 138567.9729397335 | 137532.5371951513 | 136497.10145056908 | 135461.66570598684 | 134441.9183817771 | 133406.4826371949 | 132371.04689261268 | 131335.61114803044 | 130300.17540344824 | 129264.73965886602 | 128229.3039142838 | 127193.8681697016 | 126158.43242511938 | 125122.99668053718
 |  | Residencial (> 5m³ a 10m³) |  | 172391.33715376357 | 171931.31422603008 | 171471.2912982966 | 171011.26837056316 | 170551.24544282968 | 170073.18240028314 | 169270.3972911012 | 168467.6121819193 | 167664.8270727374 | 166862.0419635555 | 166050.23679696696 | 164949.7897933693 | 163849.3427897716 | 162748.89578617387 | 161648.44878257622 | 160529.96166416543 | 159339.31408650236 | 158148.66650883926 | 156958.01893117616 | 155767.3713535131 | 154594.7638906631 | 153404.116313 | 152213.46873533697 | 151022.82115767387 | 149832.1735800108 | 148641.5260023477 | 147450.8784246846 | 146260.23084702154 | 145069.58326935844 | 143878.93569169537
 |  | Residencial (> 10m³ a 15m³) |  | 135575.0929130991 | 135213.31341652272 | 134851.53391994632 | 134489.75442336992 | 134127.97492679354 | 133752.00799897884 | 133120.66730887495 | 132489.32661877104 | 131857.98592866713 | 131226.64523856324 | 130588.21083284018 | 129722.7775273045 | 128857.3442217688 | 127991.9109162331 | 127126.47761069743 | 126246.85687392346 | 125310.4864121963 | 124374.11595046916 | 123437.74548874202 | 122501.3750270149 | 121579.19199652606 | 120642.8215347989 | 119706.45107307176 | 118770.08061134463 | 117833.71014961749 | 116897.33968789034 | 115960.96922616322 | 115024.59876443607 | 114088.22830270893 | 113151.85784098177
 |  | Residencial (> 15m³ a 20m³) |  | 97344.67554163825 | 97084.91316969272 | 96825.15079774713 | 96565.38842580159 | 96305.62605385602 | 96035.67692222632 | 95582.36611628211 | 95129.05531033789 | 94675.74450439368 | 94222.43369844947 | 93764.02951266318 | 93142.63717193068 | 92521.24483119814 | 91899.85249046562 | 91278.46014973312 | 90646.88104931645 | 89974.55491016324 | 89302.22877101004 | 88629.90263185682 | 87957.5764927036 | 87295.43711323454 | 86623.11097408133 | 85950.7848349281 | 85278.45869577488 | 84606.13255662165 | 83933.80641746846 | 83261.48027831523 | 82589.15413916201 | 81916.8280000088 | 81244.50186085558
 |  | Residencial (> 20m³ a 40m³) |  | 88637.71299556375 | 88401.18498369824 | 88164.65697183272 | 87928.1289599672 | 87691.60094810168 | 87445.7973279277 | 87033.03275820162 | 86620.26818847553 | 86207.50361874943 | 85794.73904902334 | 85377.336675143 | 84811.52456832746 | 84245.7124615119 | 83679.90035469635 | 83114.0882478808 | 82539.0005327568 | 81926.810384399 | 81314.62023604118 | 80702.43008768337 | 80090.23993932559 | 79487.32539927623 | 78875.13525091842 | 78262.94510256061 | 77650.7549542028 | 77038.56480584499 | 76426.37465748719 | 75814.18450912938 | 75201.99436077157 | 74589.80421241376 | 73977.61406405595
 |  | Residencial (>40m³) |  | 21339.732346597953 | 21282.78768619211 | 21225.843025786264 | 21168.89836538042 | 21111.953704974574 | 21052.775920631244 | 20953.401905413204 | 20854.027890195164 | 20754.65387497712 | 20655.27985975908 | 20554.789282572296 | 20418.568722385764 | 20282.348162199236 | 20146.127602012704 | 20009.90704182618 | 19871.453357702165 | 19724.067177828216 | 19576.680997954263 | 19429.294818080314 | 19281.90863820637 | 19136.7555822699 | 18989.36940239595 | 18841.983222522 | 18694.59704264805 | 18547.2108627741 | 18399.82468290015 | 18252.4385030262 | 18105.05232315225 | 17957.6661432783 | 17810.27996340435
 |  | Comercial |  | 177526.02481900668 | 177052.30007718116 | 176578.57533535568 | 176104.8505935301 | 175631.12585170462 | 175138.82366902314 | 174312.1275509355 | 173485.43143284784 | 172658.73531476015 | 171832.0391966725 | 170996.0543581569 | 169862.83046594678 | 168729.6065737367 | 167596.38268152668 | 166463.15878931657 | 165311.35745625064 | 164085.24635976105 | 162859.13526327143 | 161633.02416678186 | 160406.9130702923 | 159199.37941465864 | 157973.26831816905 | 156747.15722167946 | 155521.04612518987 | 154294.93502870027 | 153068.8239322107 | 151842.7128357211 | 150616.60173923153 | 149390.49064274196 | 148164.3795462524
 |  | Industrial |  | 9127.153007478468 | 9102.797377330844 | 9078.441747183217 | 9054.086117035593 | 9029.730486887967 | 9004.419733989458 | 8961.916771574975 | 8919.413809160493 | 8876.91084674601 | 8834.407884331527 | 8791.427360541602 | 8733.164872737481 | 8674.902384933359 | 8616.639897129236 | 8558.377409325116 | 8499.159798770106 | 8436.121697211547 | 8373.08359565299 | 8310.045494094433 | 8247.007392535876 | 8184.924413728204 | 8121.886312169647 | 8058.84821061109 | 7995.810109052529 | 7932.772007493975 | 7869.733905935416 | 7806.695804376855 | 7743.6577028183 | 7680.619601259741 | 7617.581499701184
 |  | Pública |  | 78437.23030953274 | 78227.92208717056 | 78018.61386480836 | 77809.30564244617 | 77599.997420084 | 77382.48103213895 | 77017.21766370299 | 76651.95429526702 | 76286.69092683103 | 75921.42755839505 | 75552.06010716766 | 75051.36200661497 | 74550.66390606227 | 74049.96580550958 | 73549.2677049569 | 73040.36143882139 | 72498.62251035453 | 71956.8835818877 | 71415.14465342085 | 70873.40572495402 | 70339.87496207 | 69798.13603360315 | 69256.39710513632 | 68714.65817666947 | 68172.91924820261 | 67631.18031973578 | 67089.44139126893 | 66547.70246280209 | 66005.96353433524 | 65464.2246058684
 |  | Rio Paranaíba |  | 2024990.41201922 | 2042550.0260236575 | 2060109.6400280949 | 2077669.2540325327 | 2095228.8680369703 | 2112526.398250297 | 2126416.8391791806 | 2140307.280108064 | 2154197.721036948 | 2168088.161965831 | 2182109.644790271 | 2193248.2059124885 | 2204386.767034706 | 2215525.328156924 | 2226663.889279142 | 2237933.4922969155 | 2245140.796552468 | 2252348.100808021 | 2259555.4050635737 | 2266762.7093191263 | 2274101.0554702347 | 2281308.3597257873 | 2288515.6639813404 | 2295722.968236893 | 2302930.272492446 | 2310137.576747999 | 2317344.8810035517 | 2324552.1852591042 | 2331759.4895146578 | 2338966.7937702104
