 | Distribuição de receita por categoria e município | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 | Residencial (> 15m³ a 20m³) | 97374.30779570935 | 97114.4663506706 | 96854.62490563179 | 96594.78346059303 | 96334.94201555423 | 96064.9107099257 | 95611.46191368155 | 95158.0131174374 | 94704.56432119326 | 94251.11552494911 | 93792.57179841008 | 93170.99030243496 | 92549.40880645983 | 91927.8273104847 | 91306.24581450959 | 90674.47445794471 | 90001.9436590208 | 89329.41286009691 | 88656.88206117302 | 87984.35126224911 | 87322.01032391496 | 86649.47952499107 | 85976.94872606714 | 85304.41792714325 | 84631.88712821934 | 83959.35632929545 | 83286.82553037154 | 82614.29473144763 | 81941.76393252373 | 81269.23313359983
 | Residencial (> 20m³ a 40m³) | 88664.69480239756 | 88428.09479010571 | 88191.49477781383 | 87954.89476552195 | 87718.29475323008 | 87472.41630908362 | 87059.52609155467 | 86646.63587402573 | 86233.74565649676 | 85820.8554389678 | 85403.32600551155 | 84837.34166238198 | 84271.35731925239 | 83705.37297612282 | 83139.38863299324 | 82564.12585800908 | 81951.74935560659 | 81339.37285320408 | 80726.9963508016 | 80114.61984839912 | 79511.5217778512 | 78899.1452754487 | 78286.7687730462 | 77674.39227064372 | 77062.01576824121 | 76449.63926583872 | 75837.26276343621 | 75224.88626103372 | 74612.50975863123 | 74000.13325622873
 | Residencial (>40m³) | 21346.228278370134 | 21289.266283696797 | 21232.304289023454 | 21175.342294350114 | 21118.38029967677 | 21059.18450129075 | 20959.78023607649 | 20860.375970862235 | 20760.97170564797 | 20661.56744043371 | 20561.04627336311 | 20424.78424688963 | 20288.52222041615 | 20152.260193942668 | 20015.99816746919 | 19877.50233728303 | 19730.07129224615 | 19582.640247209267 | 19435.209202172387 | 19287.77815713551 | 19142.58091581131 | 18995.14987077443 | 18847.71882573755 | 18700.287780700666 | 18552.856735663787 | 18405.425690626907 | 18257.994645590024 | 18110.563600553145 | 17963.132555516262 | 17815.701510479386
 | Comercial | 177580.06471633437 | 177106.1957700947 | 176632.32682385502 | 176158.4578776153 | 175684.5889313756 | 175192.1368892049 | 174365.18912027683 | 173538.24135134873 | 172711.29358242062 | 171884.34581349255 | 171048.10649659898 | 169914.5376448099 | 168780.96879302082 | 167647.39994123174 | 166513.83108944265 | 165361.67914172262 | 164135.1948102787 | 162908.71047883478 | 161682.22614739084 | 160455.741815947 | 159247.84058043401 | 158021.3562489901 | 156794.8719175462 | 155568.38758610227 | 154341.90325465836 | 153115.41892321446 | 151888.9345917705 | 150662.45026032662 | 149435.96592888268 | 148209.48159743877
 | Industrial | 9129.931363000827 | 9105.568318865571 | 9081.20527473031 | 9056.842230595053 | 9032.479186459796 | 9007.16072882904 | 8964.644828279277 | 8922.128927729513 | 8879.613027179748 | 8837.097126629986 | 8794.103519332471 | 8735.823296106955 | 8677.543072881435 | 8619.262849655917 | 8560.9826264304 | 8501.746989709382 | 8438.689699006361 | 8375.632408303343 | 8312.575117600323 | 8249.517826897305 | 8187.4159496897855 | 8124.358658986764 | 8061.301368283746 | 7998.2440775807245 | 7935.186786877708 | 7872.129496174687 | 7809.072205471665 | 7746.014914768648 | 7682.957624065628 | 7619.900333362609
 | Pública | 78461.10703339291 | 78251.73509645785 | 78042.36315952276 | 77832.9912225877 | 77623.61928565263 | 77406.03668452402 | 77040.66212791186 | 76675.28757129968 | 76309.9130146875 | 75944.53845807532 | 75575.05856936637 | 75074.20805356091 | 74573.35753775545 | 74072.50702194998 | 73571.65650614453 | 73062.59532614554 | 72520.69148937242 | 71978.7876525993 | 71436.88381582618 | 70894.97997905307 | 70361.28680647348 | 69819.38296970035 | 69277.47913292724 | 68735.57529615411 | 68193.67145938099 | 67651.76762260788 | 67109.86378583475 | 66567.95994906164 | 66026.05611228851 | 65484.1522755154
 | Rio Paranaíba | 2025606.8302264472 | 2043171.7894738647 | 2060736.7487212822 | 2078301.7079686997 | 2095866.667216117 | 2113169.4628926776 | 2127064.1321480977 | 2140958.8014035174 | 2154853.4706589375 | 2168748.139914357 | 2182773.890955206 | 2193915.8427166278 | 2205057.794478049 | 2216199.7462394703 | 2227341.698000892 | 2238614.731547742 | 2245824.2297463086 | 2253033.727944876 | 2260243.226143443 | 2267452.7243420095 | 2274793.3043260053 | 2282002.802524572 | 2289212.300723139 | 2296421.798921705 | 2303631.297120273 | 2310840.79531884 | 2318050.293517407 | 2325259.791715973 | 2332469.2899145405 | 2339678.788113108
 | Social | 273692.5873423285 | 276065.900401532 | 278439.2134607355 | 280812.526519939 | 283185.8395791426 | 285523.7300553729 | 287401.1269529518 | 289278.5238505307 | 291155.92074810964 | 293033.31764568854 | 294928.4258347541 | 296433.88561111444 | 297939.3453874749 | 299444.80516383535 | 300950.2649401958 | 302473.43600804283 | 303447.55703980546 | 304421.6780715681 | 305395.7991033307 | 306369.9201350933 | 307361.7524583426 | 308335.8734901052 | 309309.9945218679 | 310284.1155536305 | 311258.2365853932 | 312232.3576171559 | 313206.47864891845 | 314180.5996806811 | 315154.72071244376 | 316128.8417442064
 | Residencial (Fixa) | 61243.5319577356 | 61774.60251247168 | 62305.67306720776 | 62836.74362194383 | 63367.81417667991 | 63890.95830522589 | 64311.05889330069 | 64731.15948137549 | 65151.2600694503 | 65571.3606575251 | 65995.42445869496 | 66332.29757177382 | 66669.17068485268 | 67006.04379793152 | 67342.91691101037 | 67683.75323718427 | 67901.72995741178 | 68119.70667763926 | 68337.68339786676 | 68555.66011809424 | 68777.6000514168 | 68995.57677164428 | 69213.55349187177 | 69431.53021209927 | 69649.50693232675 | 69867.48365255426 | 70085.46037278176 | 70303.43709300923 | 70521.41381323674 | 70739.39053346423
 | Residencial (0 a 5 m³) | 267705.37056696904 | 270026.7657430496 | 272348.16091913026 | 274669.55609521084 | 276990.9512712915 | 279277.6987581768 | 281114.0262855242 | 282950.3538128716 | 284786.68134021893 | 286623.00886756624 | 288476.6602395113 | 289949.1870303087 | 291421.7138211061 | 292894.2406119035 | 294366.7674027009 | 295856.61803809594 | 296809.4294909648 | 297762.2409438338 | 298715.05239670264 | 299667.86384957156 | 300637.9991470381 | 301590.810599907 | 302543.622052776 | 303496.4335056448 | 304449.2449585137 | 305402.0564113827 | 306354.8678642516 | 307307.67931712046 | 308260.4907699894 | 309213.3022228583
 | Residencial (> 5m³ a 10m³) | 307834.4094848373 | 310503.78183136985 | 313173.1541779025 | 315842.5265244351 | 318511.8988709677 | 321141.42983919376 | 323253.022889436 | 325364.61593967816 | 327476.20898992044 | 329587.80204016255 | 331719.3157795581 | 333412.5743575825 | 335105.8329356069 | 336799.09151363134 | 338492.3500916557 | 340205.52935883333 | 341301.16726226086 | 342396.80516568845 | 343492.443069116 | 344588.0809725435 | 345703.6395651243 | 346799.2774685518 | 347894.91537197947 | 348990.553275407 | 350086.19117883453 | 351181.8290822621 | 352277.46698568965 | 353373.10488911724 | 354468.7427925448 | 355564.3806959723
 | Residencial (> 10m³ a 15m³) | 257202.2700190453 | 259432.58802736425 | 261662.90603568315 | 263893.22404400207 | 266123.54205232096 | 268320.5717321575 | 270084.85314172314 | 271849.13455128885 | 273613.4159608546 | 275377.69737042027 | 277158.62294422725 | 278573.376904728 | 279988.13086522877 | 281402.88482572953 | 282817.6387862304 | 284249.0369109723 | 285164.46594423754 | 286079.8949775028 | 286995.32401076803 | 287910.7530440332 | 288842.8262415396 | 289758.25527480483 | 290673.6843080701 | 291589.1133413353 | 292504.54237460054 | 293419.9714078658 | 294335.40044113103 | 295250.82947439625 | 296166.25850766146 | 297081.6875409267
 | Residencial (> 15m³ a 20m³) | 184674.56658595236 | 186275.96385007698 | 187877.36111420157 | 189478.75837832622 | 191080.15564245082 | 192657.65145487204 | 193924.4283951497 | 195191.20533542742 | 196457.98227570512 | 197724.75921598278 | 199003.48688211216 | 200019.29857950463 | 201035.1102768971 | 202050.92197428955 | 203066.73367168204 | 204094.49609492617 | 204751.78601676834 | 205409.07593861056 | 206066.36586045273 | 206723.65578229495 | 207392.89642998882 | 208050.186351831 | 208707.4762736732 | 209364.7661955154 | 210022.0561173576 | 210679.34603919982 | 211336.635961042 | 211993.92588288416 | 212651.21580472638 | 213308.50572656855
 | Residencial (> 20m³ a 40m³) | 168156.41060536518 | 169614.5714169305 | 171072.73222849582 | 172530.89304006117 | 173989.05385162646 | 175425.45106898932 | 176578.92156172008 | 177732.39205445087 | 178885.86254718166 | 180039.33303991242 | 181203.68532974448 | 182128.63808334933 | 183053.5908369542 | 183978.54359055904 | 184903.49634416393 | 185839.33089487 | 186437.82973543787 | 187036.32857600573 | 187634.8274165736 | 188233.32625714145 | 188842.70689481054 | 189441.20573537835 | 190039.70457594626 | 190638.2034165141 | 191236.70225708198 | 191835.20109764984 | 192433.6999382177 | 193032.19877878553 | 193630.69761935342 | 194229.19645992125
 | Residencial (>40m³) | 40484.04086038091 | 40835.096414337495 | 41186.15196829407 | 41537.207522250654 | 41888.26307620724 | 42234.07899503013 | 42511.779657115185 | 42789.480319200244 | 43067.18098128531 | 43344.881643370354 | 43625.20212302227 | 43847.88661620367 | 44070.571109385084 | 44293.255602566496 | 44515.94009574791 | 44741.24440649616 | 44885.33437267237 | 45029.42433884858 | 45173.51430502478 | 45317.604271200995 | 45464.314054944036 | 45608.40402112025 | 45752.49398729646 | 45896.58395347266 | 46040.67391964888 | 46184.763885825094 | 46328.853852001295 | 46472.943818177504 | 46617.03378435372 | 46761.12375052992
 | Comercial | 305631.03201525944 | 308281.2978723775 | 310931.56372949545 | 313581.82958661346 | 316232.09544373146 | 318842.80509402684 | 320939.28405562765 | 323035.7630172285 | 325132.2419788293 | 327228.7209404301 | 329344.9780054423 | 331026.1167954052 | 332707.25558536814 | 334388.39437533106 | 336069.533165294 | 337770.45005866827 | 338858.24574629124 | 339946.0414339144 | 341033.8371215375 | 342121.63280916045 | 343229.20660019486 | 344317.002287818 | 345404.79797544103 | 346492.5936630641 | 347580.38935068715 | 348668.18503831024 | 349755.98072593333 | 350843.77641355636 | 351931.5721011794 | 353019.36778880254
 | Industrial | 15715.768890316029 | 15852.047479023875 | 15988.326067731723 | 16124.60465643957 | 16260.883245147415 | 16395.127825068575 | 16502.93029076284 | 16610.73275645711 | 16718.535222151375 | 16826.337687845644 | 16935.157157933252 | 17021.602531367334 | 17108.047904801413 | 17194.493278235495 | 17280.938651669578 | 17368.401029497 | 17424.336271130815 | 17480.271512764637 | 17536.206754398452 | 17592.141996032267 | 17649.09424205943 | 17705.029483693244 | 17760.964725327067 | 17816.899966960882 | 17872.8352085947 | 17928.77045022852 | 17984.70569186234 | 18040.64093349615 | 18096.576175129972 | 18152.511416763788
 | Pública | 143266.84189825732 | 144509.17392533078 | 145751.5059524043 | 146993.83797947777 | 148236.17000655123 | 149459.95976456392 | 150442.7000247862 | 151425.44028500852 | 152408.18054523083 | 153390.92080545312 | 154382.93220020586 | 155170.97863528976 | 155959.0250703737 | 156747.0715054576 | 157535.11794054153 | 158332.43551015586 | 158842.3479093278 | 159352.26030849974 | 159862.1727076717 | 160372.08510684365 | 160891.26864054598 | 161401.18103971792 | 161911.09343888992 | 162421.00583806186 | 162930.91823723383 | 163440.83063640576 | 163950.7430355777 | 164460.65543474964 | 164970.5678339216 | 165480.48023309355
 | Serra do Salitre | 1638660.87474894 | 1653095.5511315395 | 1667530.2275141384 | 1681964.9038967378 | 1696399.5802793365 | 1711094.340921082 | 1723318.301100941 | 1735542.2612807993 | 1747766.2214606584 | 1759990.1816405167 | 1772084.0996908029 | 1780666.8802426187 | 1789249.6607944341 | 1797832.44134625 | 1806415.221898066 | 1815258.0867090274 | 1821500.10892853 | 1827742.1311480321 | 1833984.1533675345 | 1840226.175587037 | 1846728.2820656851 | 1852970.3042851877 | 1859212.3265046906 | 1865454.3487241927 | 1871696.3709436946 | 1877938.393163197 | 1884180.4153826993 | 1890422.4376022017 | 1896664.4598217038 | 1902906.4820412057
 | Social | 312542.56065034406 | 315295.6932772934 | 318048.8259042427 | 320801.958531192 | 323555.09115814127 | 326357.82977836893 | 328689.31146245217 | 331020.79314653535 | 333352.2748306185 | 335683.7565147017 | 337990.4352021457 | 339627.43298033177 | 341264.4307585179 | 342901.428536704 | 344538.42631489004 | 346225.03008635447 | 347415.5739250353 | 348606.117763716 | 349796.6616023968 | 350987.2054410776 | 352227.35527303675 | 353417.89911171753 | 354608.44295039837 | 355798.98678907915 | 356989.5306277598 | 358180.07446644065 | 359370.61830512143 | 360561.16214380227 | 361751.70598248305 | 362942.2498211637
 | Residencial (Fixa) | 40016.48059815748 | 40368.978760715654 | 40721.47692327382 | 41073.97508583199 | 41426.47324839016 | 41785.32272919262 | 42083.83468667431 | 42382.346644156 | 42680.858601637694 | 42979.37055911939 | 43274.70685747894 | 43484.300359540546 | 43693.893861602155 | 43903.48736366377 | 44113.08086572538 | 44329.025686031295 | 44481.45732389428 | 44633.88896175727 | 44786.32059962027 | 44938.75223748326 | 45097.535193590535 | 45249.96683145354 | 45402.398469316526 | 45554.83010717952 | 45707.2617450425 | 45859.693382905505 | 46012.12502076849 | 46164.55665863149 | 46316.988296494485 | 46469.419934357466
 | Residencial (0 a 5 m³) | 174918.50036847155 | 176459.3267743838 | 178000.15318029607 | 179540.9795862083 | 181081.80599212056 | 182650.3950359772 | 183955.23901936237 | 185260.08300274747 | 186564.9269861327 | 187869.77096951782 | 189160.73363393077 | 190076.90068609483 | 190993.06773825883 | 191909.23479042292 | 192825.401842587 | 193769.33153269536 | 194435.63484336014 | 195101.9381540249 | 195768.2414646896 | 196434.5447753544 | 197128.61072396353 | 197794.9140346283 | 198461.21734529306 | 199127.52065595784 | 199793.82396662259 | 200460.1272772873 | 201126.4305879521 | 201792.73389861683 | 202459.03720928164 | 203125.34051994636
 | Residencial (> 5m³ a 10m³) | 201138.78610228206 | 202910.58240871437 | 204682.37871514665 | 206454.17502157897 | 208225.97132801125 | 210029.6918922171 | 211530.13200757417 | 213030.57212293122 | 214531.01223828833 | 216031.45235364538 | 217515.9303401157 | 218569.430846643 | 219622.93135317028 | 220676.43185969762 | 221729.93236622494 | 222815.35713052578 | 223581.53931709114 | 224347.7215036564 | 225113.90369022175 | 225880.08587678705 | 226678.19232112594 | 227444.37450769125 | 228210.55669425658 | 228976.73888082188 | 229742.92106738716 | 230509.1032539525 | 231275.2854405178 | 232041.46762708313 | 232807.64981364843 | 233573.83200021373
 | Residencial (> 10m³ a 15m³) | 183662.00157809796 | 185279.84795339903 | 186897.6943287001 | 188515.54070400118 | 190133.38707930222 | 191780.38383974388 | 193150.4519413502 | 194520.52004295652 | 195890.58814456285 | 197260.65624616915 | 198616.1491552052 | 199578.1118648437 | 200540.0745744821 | 201502.03728412063 | 202463.9999937591 | 203455.11308853814 | 204154.7223319116 | 204854.33157528503 | 205553.94081865845 | 206253.5500620319 | 206982.3096905459 | 207681.91893391934 | 208381.5281772928 | 209081.13742066623 | 209780.74666403965 | 210480.3559074131 | 211179.9651507865 | 211879.57439416 | 212579.18363753342 | 213278.7928809068
 | Residencial (> 15m³ a 20m³) | 131871.6997996643 | 133033.33448562276 | 134194.96917158127 | 135356.60385753974 | 136518.23854349818 | 137700.80358415862 | 138684.5302551505 | 139668.25692614235 | 140651.9835971342 | 141635.71026812607 | 142608.97176176697 | 143299.67346693145 | 143990.37517209593 | 144681.07687726046 | 145371.77858242494 | 146083.41064229142 | 146585.73915513832 | 147088.06766798522 | 147590.39618083212 | 148092.72469367902 | 148615.9835612279 | 149118.3120740748 | 149620.6405869217 | 150122.9690997686 | 150625.2976126155 | 151127.6261254624 | 151629.9546383093 | 152132.28315115627 | 152634.61166400317 | 153136.94017685004
 | Residencial (> 20m³ a 40m³) | 120076.47890387195 | 121134.21155670346 | 122191.94420953495 | 123249.67686236647 | 124307.40951519794 | 125384.20041402642 | 126279.93797588375 | 127175.67553774104 | 128071.41309959836 | 128967.15066145566 | 129853.3591003145 | 130482.28121821431 | 131111.20333611412 | 131740.12545401393 | 132369.04757191375 | 133017.02793581053 | 133474.42583973767 | 133931.8237436648 | 134389.2216475919 | 134846.61955151905 | 135323.0757014432 | 135780.47360537032 | 136237.87150929746 | 136695.2694132246 | 137152.6673171517 | 137610.06522107884 | 138067.46312500598 | 138524.86102893314 | 138982.25893286028 | 139439.65683678738
 | Residencial (>40m³) | 28908.68722051515 | 29163.338778445242 | 29417.990336375344 | 29672.64189430544 | 29927.29345223554 | 30186.53332652474 | 30402.184195402482 | 30617.83506428022 | 30833.485933157965 | 31049.136802035704 | 31262.493512733898 | 31413.907952584228 | 31565.32239243456 | 31716.736832284885 | 31868.151272135216 | 32024.15402834465 | 32134.27362096307 | 32244.393213581487 | 32354.51280619991 | 32464.632398818332 | 32579.340307795854 | 32689.459900414273 | 32799.579493032696 | 32909.69908565112 | 33019.818678269534 | 33129.93827088796 | 33240.05786350638 | 33350.17745612481 | 33460.297048743225 | 33570.41664136164
 | Comercial | 301624.5680160606 | 304281.5259598574 | 306938.48390365415 | 309595.44184745086 | 312252.39979124756 | 314957.2308511488 | 317207.2673080577 | 319457.30376496667 | 321707.34022187564 | 323957.3766787846 | 326183.4765776413 | 327763.289409088 | 329343.10224053473 | 330922.91507198144 | 332502.7279034282 | 334130.4138509793 | 335279.36863748607 | 336428.32342399267 | 337577.27821049944 | 338726.2329970061 | 339923.06089961727 | 341072.015686124 | 342220.9704726307 | 343369.9252591374 | 344518.88004564407 | 345667.8348321508 | 346816.78961865744 | 347965.74440516415 | 349114.69919167086 | 350263.6539781775
 | Industrial | 16838.264719343188 | 16986.59004144835 | 17134.915363553508 | 17283.240685658664 | 17431.56600776382 | 17582.5638581952 | 17708.172689527495 | 17833.78152085979 | 17959.390352192087 | 18084.999183524385 | 18209.27175069357 | 18297.465185458797 | 18385.658620224025 | 18473.852054989256 | 18562.045489754484 | 18652.911452845932 | 18717.05213267519 | 18781.192812504447 | 18845.333492333702 | 18909.47417216296 | 18976.287380318437 | 19040.428060147697 | 19104.568739976956 | 19168.709419806215 | 19232.85009963547 | 19296.990779464726 | 19361.131459293985 | 19425.272139123244 | 19489.4128189525 | 19553.553498781755
 | Pública | 127062.84679213176 | 128182.1211349559 | 129301.39547778001 | 130420.66982060412 | 131539.9441634282 | 132679.38561152844 | 133627.2395595056 | 134575.0935074828 | 135522.94745545997 | 136470.80140343713 | 137408.57179877625 | 138074.0862728879 | 138739.60074699952 | 139405.11522111116 | 140070.6296952228 | 140756.31127461055 | 141240.32180123718 | 141724.3323278638 | 142208.34285449047 | 142692.3533811171 | 143196.53101301988 | 143680.5415396465 | 144164.55206627317 | 144648.5625928998 | 145132.5731195264 | 145616.5836461531 | 146100.5941727797 | 146584.6046994064 | 147068.61522603303 | 147552.62575265963
 | TOTAL DE RECEITAS DA TARIFA DE REMUNERAÇÃO | 51715006.65991614 | 51963422.328385524 | 52211837.9968549 | 52460253.665324286 | 52708669.33379366 | 52957039.343395494 | 53177177.20567262 | 53397315.06794972 | 53617452.93022685 | 53837590.79250395 | 54057679.117923476 | 54190009.111614235 | 54322339.105304986 | 54454669.098995715 | 54586999.09268645 | 54720053.64142413 | 54778861.03340027 | 54837668.42537643 | 54896475.81735258 | 54955283.20932873 | 55013923.19384649 | 55072730.58582264 | 55131537.977798805 | 55190345.36977496 | 55249152.761751115 | 55307960.15372726 | 55366767.54570341 | 55425574.93767957 | 55484382.32965573 | 55543189.72163187
 | Número Estimado de Consumo por Categoria por ano
 | Categorias | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 | Arapuá | 194489.76054732042 | 193385.54161915625 | 192281.32269099206 | 191177.1037628279 | 190072.88483466368 | 188968.66590649946 | 187569.9885974915 | 186171.3112884835 | 184772.63397947553 | 183373.9566704675 | 182122.50855188142 | 180502.9874572406 | 178883.46636259978 | 177263.945267959 | 175644.42417331817 | 174098.5176738883 | 172405.38198403653 | 170712.2462941847 | 169019.11060433296 | 167325.97491448122 | 165485.61003420755 | 163792.47434435578 | 162099.338654504 | 160406.20296465224 | 158713.06727480047 | 157019.9315849487 | 155326.79589509693 | 153633.66020524516 | 151940.52451539342 | 150247.38882554165
 | Residencial Social | 53317.611893730624 | 53014.90024406903 | 52712.18859440742 | 52409.476944745824 | 52106.76529508421 | 51804.05364542261 | 51420.618889184574 | 51037.184132946546 | 50653.74937670851 | 50270.314620470475 | 49927.24141752066 | 49483.26433135031 | 49039.28724517995 | 48595.3101590096 | 48151.33307283924 | 47727.53676331299 | 47263.37890049854 | 46799.221037684074 | 46335.06317486961 | 45870.905312055154 | 45366.38589595248 | 44902.228033138024 | 44438.07017032356 | 43973.9123075091 | 43509.75444469464 | 43045.59658188018 | 42581.438719065714 | 42117.28085625126 | 41653.1229934368 | 41188.96513062234
 | Residencial (Fixa) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Residencial (0 a 5 m³) | 11545.566244114916 | 11480.01609511351 | 11414.465946112097 | 11348.91579711069 | 11283.36564810928 | 11217.81549910787 | 11134.78531037275 | 11051.755121637634 | 10968.724932902514 | 10885.694744167395 | 10811.404575299131 | 10715.264356763731 | 10619.12413822833 | 10522.98391969293 | 10426.843701157528 | 10335.073492555555 | 10234.563264086728 | 10134.0530356179 | 10033.542807149071 | 9933.032578680244 | 9823.782330344562 | 9723.272101875735 | 9622.761873406907 | 9522.251644938078 | 9421.74141646925 | 9321.231188000424 | 9220.720959531594 | 9120.210731062767 | 9019.700502593942 | 8919.190274125112
 | Residencial (> 5m³ a 10m³) | 32703.815338541805 | 32518.138869927836 | 32332.462401313853 | 32146.78593269988 | 31961.1094640859 | 31775.432995471925 | 31540.24280189422 | 31305.052608316517 | 31069.86241473881 | 30834.672221161105 | 30624.23889006527 | 30351.913402764767 | 30079.587915464264 | 29807.26242816377 | 29534.936940863266 | 29274.9898848037 | 28990.28596626227 | 28705.582047720836 | 28420.878129179404 | 28136.17421063797 | 27826.71342961468 | 27542.00951107325 | 27257.30559253182 | 26972.601673990386 | 26687.897755448954 | 26403.19383690752 | 26118.489918366093 | 25833.78599982466 | 25549.08208128323 | 25264.3781627418
 | Residencial (> 10m³ a 15m³) | 37693.54793669537 | 37479.54217626751 | 37265.53641583964 | 37051.53065541178 | 36837.5248949839 | 36623.51913455603 | 36352.4451713474 | 36081.371208138764 | 35810.29724493013 | 35539.22328172149 | 35296.683419903246 | 34982.80830460903 | 34668.93318931482 | 34355.05807402062 | 34041.18295872641 | 33741.57489412739 | 33413.43272813799 | 33085.29056214859 | 32757.14839615919 | 32429.00623016979 | 32072.329962790012 | 31744.187796800612 | 31416.04563081121 | 31087.90346482181 | 30759.76129883241 | 30431.619132843014 | 30103.476966853614 | 29775.334800864213 | 29447.192634874817 | 29119.05046888542
 | Residencial (> 15m³ a 20m³) | 27064.45642093512 | 26910.797508628526 | 26757.138596321925 | 26603.479684015336 | 26449.820771708735 | 26296.161859402142 | 26101.52723714712 | 25906.8926148921 | 25712.257992637074 | 25517.62337038205 | 25343.476603101244 | 25118.110198384904 | 24892.74379366856 | 24667.377388952224 | 24442.01098423588 | 24226.888507006646 | 23991.2781748032 | 23755.66784259975 | 23520.057510396302 | 23284.447178192855 | 23028.3489910152 | 22792.73865881175 | 22557.1283266083 | 22321.517994404854 | 22085.907662201407 | 21850.29732999796 | 21614.686997794513 | 21379.076665591063 | 21143.46633338762 | 20907.856001184173
 | Residencial (> 20m³ a 40m³) | 24643.685001483915 | 24503.77006014317 | 24363.855118802418 | 24223.940177461674 | 24084.025236120924 | 23944.110294780174 | 23766.884702415224 | 23589.659110050277 | 23412.433517685327 | 23235.207925320377 | 23076.63765846753 | 22871.42907783443 | 22666.22049720133 | 22461.011916568234 | 22255.803335935136 | 22059.922418058086 | 21845.386174668936 | 21630.84993127979 | 21416.31368789064 | 21201.77744450149 | 20968.585875600245 | 20754.049632211096 | 20539.51338882195 | 20324.9771454328 | 20110.44090204365 | 19895.9046586545 | 19681.368415265355 | 19466.832171876205 | 19252.29592848706 | 19037.75968509791
 | Residencial (>40m³) | 5933.023587734688 | 5899.338745260798 | 5865.653902786906 | 5831.969060313016 | 5798.284217839124 | 5764.599375365233 | 5721.931908231637 | 5679.264441098042 | 5636.596973964446 | 5593.92950683085 | 5555.753352027108 | 5506.348916398734 | 5456.94448077036 | 5407.540045141987 | 5358.1356095136125 | 5310.9768300501655 | 5259.326738256866 | 5207.676646463566 | 5156.026554670267 | 5104.376462876967 | 5048.235058753815 | 4996.584966960515 | 4944.934875167216 | 4893.284783373916 | 4841.634691580616 | 4789.984599787316 | 4738.334507994016 | 4686.684416200716 | 4635.034324407417 | 4583.384232614118
 | Comercial | 1588.054124083985 | 1579.0379197458856 | 1570.0217154077855 | 1561.005511069686 | 1551.9893067315859 | 1542.973102393486 | 1531.5525768985594 | 1520.132051403633 | 1508.7115259087066 | 1497.29100041378 | 1487.0726354972671 | 1473.8488691347206 | 1460.625102772174 | 1447.4013364096277 | 1434.1775700470812 | 1421.5548839737414 | 1407.7300373219884 | 1393.9051906702352 | 1380.0803440184823 | 1366.255497366729 | 1351.2284901365629 | 1337.4036434848097 | 1323.5787968330567 | 1309.7539501813035 | 1295.9291035295503 | 1282.1042568777973 | 1268.279410226044 | 1254.4545635742911 | 1240.6297169225381 | 1226.8048702707852
 | Industrial | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Pública | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Coromandel | 1564530.8887629155 | 1565411.4683255225 | 1566292.0478881288 | 1567172.6274507353 | 1568053.207013342 | 1569037.3841715495 | 1566706.438270532 | 1564375.4923695142 | 1562044.546468497 | 1559713.6005674799 | 1557382.654666462 | 1552876.159257828 | 1548369.6638491948 | 1543863.1684405613 | 1539356.6730319269 | 1534746.580027693 | 1528271.7303026442 | 1521796.880577596 | 1515322.030852547 | 1508847.181127499 | 1502424.130200251 | 1495949.280475202 | 1489474.4307501537 | 1482999.581025105 | 1476524.7313000567 | 1470049.8815750082 | 1463575.0318499596 | 1457100.1821249116 | 1450625.3323998626 | 1444150.4826748148
 | Residencial Social | 554883.5553052138 | 555195.8656098155 | 555508.1759144171 | 555820.4862190187 | 556132.7965236205 | 556481.8492169988 | 555655.1454695237 | 554828.4417220488 | 554001.7379745737 | 553175.0342270988 | 552348.3304796239 | 550750.0365678387 | 549151.7426560539 | 547553.448744269 | 545955.1548324839 | 544320.1185319222 | 542023.7192333806 | 539727.3199348389 | 537430.9206362973 | 535134.5213377557 | 532856.4932336025 | 530560.0939350607 | 528263.6946365192 | 525967.2953379775 | 523670.89603943576 | 521374.49674089416 | 519078.0974423525 | 516781.69814381097 | 514485.2988452692 | 512188.89954672765
 | Residencial (Fixa) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
